Nome da Nota,Data da Última Modificação,Data da Nota,Tags,Contagem de Palavras,Links,Caminho da Nota
Sprint 6,2025-02-17 13:24:09,2025-02-07,Bibliotecas,2164,0,01 - Progetos\zData Analyst\Tripleten\Sprints\Sprint 6.md
sprint 7,2025-03-16 18:29:33,2025-02-24,data: 2025-02-24,166,4,01 - Progetos\zData Analyst\Tripleten\Sprints\sprint 7.md
sprint 8,2025-03-18 20:20:02,,,748,0,01 - Progetos\zData Analyst\Tripleten\Sprints\sprint 8.md
sprint 9,2025-04-06 20:19:16,2025-03-31,data: 2025-03-31,428,0,01 - Progetos\zData Analyst\Tripleten\Sprints\sprint 9.md
"AB test,",2025-06-07 23:08:55,,,872,0,"01 - Progetos\zData Analyst\Tripleten\Sprints\Projeto final\AB test,.md"
ab test,2025-06-05 21:34:56,,,423,0,01 - Progetos\zData Analyst\Tripleten\Sprints\Projeto final\ab test.md
dashboard,2025-06-12 20:46:59,,,911,0,01 - Progetos\zData Analyst\Tripleten\Sprints\Projeto final\dashboard.md
Perguntas,2025-05-27 20:16:26,,,37,0,01 - Progetos\zData Analyst\Tripleten\Sprints\Projeto final\Perguntas.md
Tudo que sei,2025-06-04 20:00:54,,,13612,0,01 - Progetos\zData Analyst\Tripleten\Sprints\Projeto final\Tudo que sei.md
Automação,2025-04-27 18:41:17,,,518,0,01 - Progetos\zData Analyst\Tripleten\Sprints\Sprint 12\Automação.md
projeto,2025-05-15 19:26:05,,,163,1,01 - Progetos\zData Analyst\Tripleten\Sprints\Sprint 12\projeto.md
slide 2,2025-01-16 20:51:13,,,1018,13,01 - Progetos\zData Analyst\Tripleten\tecnicas\slide 2.md
slide,2025-01-16 00:21:10,2025-01-15,data: 2025-01-15,1055,13,01 - Progetos\zData Analyst\Tripleten\tecnicas\slide.md
Técnicas de estudo,2025-01-16 00:03:16,2024-12-03,data: 2024-12-03,1052,14,01 - Progetos\zData Analyst\Tripleten\tecnicas\Técnicas de estudo.md
Networking Como Criar uma Rede de Contatos Profissionais,2024-09-18 23:32:45,2024-04-28,Networking,259,1,02 - Referencias\Curso\Networking Como Criar uma Rede de Contatos Profissionais.md
0 Quero ler,2024-12-20 23:25:02,2024-12-17,data: 2024-12-17,130,0,02 - Referencias\Escritos\Artigo\0 Quero ler.md
000 ler,2025-07-13 01:29:35,,,621,0,02 - Referencias\Escritos\Artigo\000 ler.md
4 tipos de análise de dados para criar estratégias certeiras,2024-11-21 21:22:08,2024-04-28,data: 2024-04-28,94,0,02 - Referencias\Escritos\Artigo\4 tipos de análise de dados para criar estratégias certeiras.md
43 conjuntos de dados gratuitos para construir um portfólio irresistível,2024-11-21 22:56:03,2024-04-28,data: 2024-04-28,351,0,02 - Referencias\Escritos\Artigo\43 conjuntos de dados gratuitos para construir um portfólio irresistível.md
Animais papercraft.,2025-04-22 23:49:49,2025-04-22,Arte,24,1,02 - Referencias\Escritos\Artigo\Animais papercraft..md
Aproveite ao máximo o Pandas GroupBy,2025-03-23 21:28:18,2024-04-28,data: 2024-04-28,23,1,02 - Referencias\Escritos\Artigo\Aproveite ao máximo o Pandas GroupBy.md
Como criar seu portfólio de Data Scientist e divulgar seus trabalhos,2024-11-20 21:36:19,2024-04-28,Carreira,90,2,02 - Referencias\Escritos\Artigo\Como criar seu portfólio de Data Scientist e divulgar seus trabalhos.md
Data - career transition,2024-11-17 23:57:46,2024-04-28,DataAnalyst,127,0,02 - Referencias\Escritos\Artigo\Data - career transition.md
Estratégias de Chunking no RAG,2025-05-11 21:02:04,2025-05-11,data: 2025-05-11,417,0,02 - Referencias\Escritos\Artigo\Estratégias de Chunking no RAG.md
"Média, mediana e assimetria",2025-01-03 23:36:32,2024-04-28,DataAnalyst,48,2,"02 - Referencias\Escritos\Artigo\Média, mediana e assimetria.md"
Sem título,2025-05-10 19:11:02,2025-05-10,data: 2025-05-10,30,0,02 - Referencias\Escritos\Artigo\Sem título.md
"Tabuada 6,7,8,9 com as mãos",2025-04-22 23:53:40,2025-04-22,data: 2025-04-22,21,0,"02 - Referencias\Escritos\Artigo\Tabuada 6,7,8,9 com as mãos.md"
Circuito e informações,2025-03-29 11:01:59,,,286,26,02 - Referencias\Escritos\Livros\Circuito e informações.md
Data sience para Negócios,2024-10-28 23:04:24,2024-09-30,DataAnalyst,2608,150,02 - Referencias\Escritos\Livros\Data sience para Negócios.md
Eletrônica Básica,2024-07-10 14:02:38,2024-04-24,Eletrônica,209,11,02 - Referencias\Escritos\Livros\Eletrônica Básica.md
Iludidos pelo acaso.,2025-03-05 19:24:25,2025-01-21,Estatística,2210,63,02 - Referencias\Escritos\Livros\Iludidos pelo acaso..md
Livros para eletrônica,2024-04-19 23:32:15,2024-04-19,Eletrônica,129,12,02 - Referencias\Escritos\Livros\Livros para eletrônica.md
O mundo assombrado pelos demonio,2024-10-28 16:33:12,,,61,0,02 - Referencias\Escritos\Livros\O mundo assombrado pelos demonio.md
O poder do hábito,2024-10-28 16:23:02,,,326,17,02 - Referencias\Escritos\Livros\O poder do hábito.md
O teste da mãe,2024-12-10 01:26:33,,,381,10,02 - Referencias\Escritos\Livros\O teste da mãe.md
Rapido e Devagar 2 formas de pensar,2024-01-27 11:30:00,,#Psicologia,421,5,02 - Referencias\Escritos\Livros\Rapido e Devagar 2 formas de pensar.md
Storytelling com dados,2024-12-31 01:30:15,2024-09-04,DataAnalyst,1650,62,02 - Referencias\Escritos\Livros\Storytelling com dados.md
Voice in,2024-08-05 21:43:05,2024-04-28,data: 2024-04-28,30,0,02 - Referencias\Extenções\Voice in.md
001 Ler,2025-07-27 19:03:06,2025-04-24,data: 2025-04-24,547,0,02 - Referencias\Livros\001 Ler.md
Big Data 2.0,2024-10-02 16:07:41,2024-10-02,DataAnalyst,51,2,02 - Referencias\Livros\Big Data 2.0.md
Big Data vx mineração de dados,2024-10-02 15:42:47,2024-10-02,DataAnalyst,49,2,02 - Referencias\Livros\Big Data vx mineração de dados.md
Calculo 1,2025-06-16 18:30:28,,,3,0,02 - Referencias\Livros\Calculo 1.md
Como fazer amigos e influenciar pessoas,2025-07-05 19:31:20,2025-07-05,data: 2025-07-05,2701,0,02 - Referencias\Livros\Como fazer amigos e influenciar pessoas.md
correlações,2024-10-04 17:58:33,,,1544,0,02 - Referencias\Livros\correlações.md
Métodos Supervisionados vx Não Supervisionados,2024-10-07 17:49:42,2024-10-07,DataAnalyst,132,1,02 - Referencias\Livros\Métodos Supervisionados vx Não Supervisionados.md
Porque não é manual mas,2024-10-05 20:48:20,2024-10-05,DataAnalyst,110,1,02 - Referencias\Livros\Porque não é manual mas.md
Processamento de linguagem natural,2025-09-18 23:50:10,2025-09-18,NLP,9678,86,02 - Referencias\Livros\Processamento de linguagem natural.md
Publico,2024-10-05 20:38:38,2024-10-05,DataAnalyst,25,1,02 - Referencias\Livros\Publico.md
Storytelling,2025-08-16 00:30:11,2024-09-24,DataAnalyst,370,6,02 - Referencias\Livros\Storytelling.md
Táticas,2024-09-25 19:00:43,2024-09-25,data: 2024-09-25,167,9,02 - Referencias\Livros\Táticas.md
Web 1.0 vx Web 2.0,2024-10-02 16:04:32,2024-10-02,Programação,72,2,02 - Referencias\Livros\Web 1.0 vx Web 2.0.md
Cálculo.excalidraw - Copia,2025-07-01 19:41:01,,[excalidraw],171,1,02 - Referencias\Livros\Cálculo\Cálculo.excalidraw - Copia.md
Cálculo.excalidraw,2025-07-01 14:37:42,,[excalidraw],15478,1,02 - Referencias\Livros\Cálculo\Cálculo.excalidraw.md
Exercicios,2025-07-13 17:40:12,2025-07-01,data: 2025-07-01,1152,1,02 - Referencias\Livros\Cálculo\Exercicios.md
Sem título,2025-07-04 19:55:28,,,793,0,02 - Referencias\Livros\Cálculo\Sem título.md
Anotações,2025-07-25 19:37:53,2025-07-13,data: 2025-07-13,376,13,02 - Referencias\Livros\Matemática Curso moderno\Anotações.md
Exercicios,2025-07-27 21:59:47,2025-07-13,data: 2025-07-13,1129,5,02 - Referencias\Livros\Matemática Curso moderno\Exercicios.md
+Dinheiro,2024-12-31 01:32:09,2024-07-14,insite,34,0,02 - Referencias\Outros\+Dinheiro.md
efeito florida,2023-11-27 11:27:02,,#Psicologia,89,0,02 - Referencias\Outros\efeito florida.md
efeito Lady Macbeth,2023-11-28 11:28:24,,#Psicologia,17,0,02 - Referencias\Outros\efeito Lady Macbeth.md
Níveis,2024-05-20 00:59:39,,,39,0,02 - Referencias\Outros\Níveis.md
Aninha,2024-11-12 01:41:08,,,5,0,02 - Referencias\Pessoas\Aninha.md
Esther,2023-10-10 13:00:52,,,71,0,02 - Referencias\Pessoas\Esther.md
Kiwi,2025-01-10 18:00:40,,,337,0,02 - Referencias\Pessoas\Kiwi.md
Luck,2023-10-12 12:17:43,,,49,0,02 - Referencias\Pessoas\Luck.md
Naomí,2023-10-12 12:15:53,,#Pessoa,85,0,02 - Referencias\Pessoas\Naomí.md
Thiago Ribeiro,2025-02-27 19:03:01,2025-02-27,DataAnalyst,473,0,02 - Referencias\Pessoas\Networking\Thiago Ribeiro.md
Ken,2024-09-19 01:14:01,2024-09-19,data: 2024-09-19,53,0,02 - Referencias\Pessoas\Pretendentes\Ken.md
Lian,2025-03-01 20:08:50,,,0,0,02 - Referencias\Pessoas\Pretendentes\Lian.md
TOP,2024-09-19 00:25:42,,,48,2,02 - Referencias\Pessoas\Pretendentes\TOP.md
Chatpdf,2024-04-29 11:07:59,2024-04-28,Ferramentas,24,0,02 - Referencias\Site\Chatpdf.md
Cor invertida,2024-04-29 00:42:10,2024-04-28,data: 2024-04-28,17,0,02 - Referencias\Site\Cor invertida.md
Everycircuit,2024-12-31 01:32:45,2024-04-28,Eletrônica,30,2,02 - Referencias\Site\Everycircuit.md
Ferramentas para design de circuitos eletrônicos,2024-04-29 00:34:48,2024-04-28,Eletrônica,57,0,02 - Referencias\Site\Ferramentas para design de circuitos eletrônicos.md
Glassdoor,2025-04-21 19:48:28,2025-04-21,data: 2025-04-21,24,0,02 - Referencias\Site\Glassdoor.md
intervals.icu,2024-12-31 01:25:00,2024-04-28,Fitness,23,1,02 - Referencias\Site\intervals.icu.md
NetLab,2025-05-13 21:13:43,2025-05-13,DataAnalyst,14,0,02 - Referencias\Site\NetLab.md
Paperzonevn,2024-12-31 01:32:33,2024-04-28,Arte,18,0,02 - Referencias\Site\Paperzonevn.md
Paper✂️Maker,2025-04-22 23:49:00,2025-04-22,Arte,15,0,02 - Referencias\Site\Paper✂️Maker.md
perplexity,2024-08-05 21:37:01,2024-04-28,data: 2024-04-28,15,0,02 - Referencias\Site\perplexity.md
PHET,2025-04-24 23:45:30,2025-04-24,data: 2025-04-24,15,0,02 - Referencias\Site\PHET.md
Playgraund,2024-08-05 02:04:11,2024-04-28,data: 2024-04-28,15,0,02 - Referencias\Site\Playgraund.md
ranking de banco de dados,2025-02-18 21:23:19,2024-04-28,data: 2024-04-28,17,1,02 - Referencias\Site\ranking de banco de dados.md
Scispace,2024-05-02 10:54:56,2024-04-28,Aprendizado,19,0,02 - Referencias\Site\Scispace.md
Silver Bolleting,2025-04-22 19:14:23,2025-04-22,data: 2025-04-22,19,0,02 - Referencias\Site\Silver Bolleting.md
Sites para pesquisar artigos,2024-12-31 01:32:49,2024-04-28,Utilidades,12,2,02 - Referencias\Site\Sites para pesquisar artigos.md
Status invest,2024-12-31 01:33:01,2024-04-28,Economia,19,0,02 - Referencias\Site\Status invest.md
Suno.io,2024-12-31 01:33:11,2024-04-28,Interesante,23,0,02 - Referencias\Site\Suno.io.md
tempo.com,2024-04-29 00:36:29,2024-04-28,data: 2024-04-28,54,2,02 - Referencias\Site\tempo.com.md
Towards,2025-04-15 10:40:22,2025-04-15,data: 2025-04-15,17,0,02 - Referencias\Site\Towards.md
trends,2025-04-25 20:23:25,2025-04-25,data: 2025-04-25,22,0,02 - Referencias\Site\trends.md
Video highlight,2024-04-29 11:06:23,2024-04-28,Ferramentas,16,0,02 - Referencias\Site\Video highlight.md
WordStat,2025-04-07 10:47:11,2025-04-07,data: 2025-04-07,49,0,02 - Referencias\Site\WordStat.md
D Cientista de Dados financeiro,2024-09-29 00:01:27,2024-09-28,DataAnalyst,205,0,02 - Referencias\Site\linkedin\D Cientista de Dados financeiro.md
87 DICAS OBSIDIAN Do Iniciante ao Avançado  Tutorial Obsidian,2024-12-30 20:52:46,2024-04-28,Aprendizado,976,0,02 - Referencias\Videos\87 DICAS OBSIDIAN Do Iniciante ao Avançado  Tutorial Obsidian.md
A arte e a ciência de MEMORIZAR qualquer coisa,2024-08-17 19:27:21,2024-04-28,Aprendizado,46,2,02 - Referencias\Videos\A arte e a ciência de MEMORIZAR qualquer coisa.md
A Física da Neurociências,2024-06-08 19:17:01,2024-04-28,Física,270,4,02 - Referencias\Videos\A Física da Neurociências.md
A MELHOR FORMA DE CHEGAR EM QUEM VOCÊ TÁ A FIM Marcos Lacerda psicólogo,2024-12-31 01:33:24,2024-04-28,Psicologia,72,0,02 - Referencias\Videos\A MELHOR FORMA DE CHEGAR EM QUEM VOCÊ TÁ A FIM Marcos Lacerda psicólogo.md
Adeus verbo to be,2025-08-09 01:45:14,2024-04-28,Inglês,450,22,02 - Referencias\Videos\Adeus verbo to be.md
Anotações escritas ou digitadas,2024-11-15 16:55:34,2024-04-28,Aprendizado,135,0,02 - Referencias\Videos\Anotações escritas ou digitadas.md
APRENDA INGLÊS SOZINHO e de GRAcA,2024-11-15 17:03:33,2024-04-28,data: 2024-04-28,519,0,02 - Referencias\Videos\APRENDA INGLÊS SOZINHO e de GRAcA.md
APRENDA INGLÊS SOZINHO e de GRAÇA,2024-08-21 00:24:53,2024-04-28,Aprendizado,367,0,02 - Referencias\Videos\APRENDA INGLÊS SOZINHO e de GRAÇA.md
Como e quais componentes guardar de sucata,2024-05-05 00:33:05,2024-04-28,Eletrônica,64,10,02 - Referencias\Videos\Como e quais componentes guardar de sucata.md
COMO ESTUDAR POR PDF USANDO INTELIGÊNCIA ARTIFICIAL - UPDF,2024-05-04 00:45:36,2024-04-26,Aprendizado,66,3,02 - Referencias\Videos\COMO ESTUDAR POR PDF USANDO INTELIGÊNCIA ARTIFICIAL - UPDF.md
Como ganhar DINHEIRO ONLINE (fazendo freelance),2024-12-31 01:33:44,2024-04-28,Venda,356,0,02 - Referencias\Videos\Como ganhar DINHEIRO ONLINE (fazendo freelance).md
"Como Magnetizar e Desmagnetizar ferramentas de forma CORRETA, com um pequeno dispositivo!🧲",2024-04-27 00:26:51,2024-04-27,data: 2024-04-27,49,2,"02 - Referencias\Videos\Como Magnetizar e Desmagnetizar ferramentas de forma CORRETA, com um pequeno dispositivo!🧲.md"
Curso de Mineração de Sentenças,2024-11-28 21:44:05,2024-04-28,data: 2024-04-28,61,2,02 - Referencias\Videos\Curso de Mineração de Sentenças.md
Engenharia de prompt,2024-12-31 01:33:55,2024-05-07,IA,98,0,02 - Referencias\Videos\Engenharia de prompt.md
Equipamentos & Ferramentas - Software para Controle de Componentes Eletrônicos “com algo a mais”,2024-12-31 01:37:07,2024-04-28,Eletrônica,63,1,02 - Referencias\Videos\Equipamentos & Ferramentas - Software para Controle de Componentes Eletrônicos “com algo a mais”.md
Evidência suprimida (Cherry picking),2024-05-03 11:27:29,2024-04-28,data: 2024-04-28,39,0,02 - Referencias\Videos\Evidência suprimida (Cherry picking).md
Fazemos algo surreal ao falar português!,2024-12-31 01:35:01,2024-04-28,Português,43,3,02 - Referencias\Videos\Fazemos algo surreal ao falar português!.md
From Paper to Bionics Origami's Incredible Impact on Science  FD Engineering,2024-04-30 12:53:51,2024-04-28,data: 2024-04-28,1445,0,02 - Referencias\Videos\From Paper to Bionics Origami's Incredible Impact on Science  FD Engineering.md
Github com Alexandre,2024-12-10 21:27:58,2024-04-28,Programação,35,0,02 - Referencias\Videos\Github com Alexandre.md
Improvisando o Mundo.,2025-03-18 00:07:39,,,245,0,02 - Referencias\Videos\Improvisando o Mundo..md
Método SQ3R,2024-08-18 00:45:19,2024-04-28,data: 2024-04-28,132,0,02 - Referencias\Videos\Método SQ3R.md
Onde comprar componentes br,2025-03-27 23:41:31,2024-04-28,data: 2024-04-28,753,0,02 - Referencias\Videos\Onde comprar componentes br.md
Onde mando fabricar minhas PCBs,2025-03-19 23:18:09,2024-04-28,Eletrônica,42,0,02 - Referencias\Videos\Onde mando fabricar minhas PCBs.md
Por que comemos sempre a mesma coisa,2024-03-06 00:51:09,,#Nutricionismo,119,0,02 - Referencias\Videos\Por que comemos sempre a mesma coisa.md
Por que pessoas BURRAS se acham INTELIGENTES,2024-04-09 01:01:06,2024-04-08,Aprendizado,38,2,02 - Referencias\Videos\Por que pessoas BURRAS se acham INTELIGENTES.md
Qual é a VELOCIDADE da ELETRICIDADE,2024-04-24 00:22:15,2024-04-24,"""#Eletrônica""",76,4,02 - Referencias\Videos\Qual é a VELOCIDADE da ELETRICIDADE.md
Transístor Explicado - Como funcionam os transístores,2024-09-12 20:53:29,2024-04-28,Eletrônica,252,13,02 - Referencias\Videos\Transístor Explicado - Como funcionam os transístores.md
"Water Shortages Using 20,000 Volts",2025-02-21 14:22:23,2024-04-28,data: 2024-04-28,464,0,"02 - Referencias\Videos\Water Shortages Using 20,000 Volts.md"
What Everyone Gets Wrong About AI and Learning,2025-07-18 00:52:36,2025-07-18,data: 2025-07-18,43,0,02 - Referencias\Videos\What Everyone Gets Wrong About AI and Learning.md
Zettelkasten,2024-04-07 23:09:29,,#Aprendizado,104,0,02 - Referencias\Videos\Zettelkasten.md
Selenium com Python 01,2025-02-06 20:10:43,2024-04-28,data: 2024-04-28,30,1,02 - Referencias\Videos\Selenium\Selenium com Python 01.md
Selenium com Python 02,2025-02-06 21:20:53,2024-04-28,data: 2024-04-28,309,5,02 - Referencias\Videos\Selenium\Selenium com Python 02.md
Selenium com Python,2025-02-06 19:41:51,2024-04-28,data: 2024-04-28,35,1,02 - Referencias\Videos\Selenium\Selenium com Python.md
Coisa que quero por em uma mesa.,2025-04-20 21:02:48,2025-04-20,data: 2025-04-20,34,2,03 - Notas pessoais\Coisa que quero por em uma mesa..md
Comidas,2025-07-01 13:42:27,,,5,0,03 - Notas pessoais\Comidas.md
IA Gemini,2025-05-27 18:11:22,,,326,0,03 - Notas pessoais\IA Gemini.md
Jogos,2025-06-12 20:07:58,,,211,0,03 - Notas pessoais\Jogos.md
Quem eu sou,2025-07-23 19:31:53,2025-05-06,data: 2025-05-06,5972,0,03 - Notas pessoais\Quem eu sou.md
Concertei extenção,2024-04-24 17:30:13,2024-04-24,Eletrônica,20,1,03 - Notas pessoais\Coisa_que_fiz\Concertei extenção.md
Concertei minha lanterna,2024-04-24 18:52:52,2024-04-24,Eletrônica,26,3,03 - Notas pessoais\Coisa_que_fiz\Concertei minha lanterna.md
Concertei teclado,2024-05-01 16:33:37,2024-05-01,Eletrônica,44,2,03 - Notas pessoais\Coisa_que_fiz\Concertei teclado.md
Fiz fios jacarés,2024-04-24 19:00:35,2024-04-24,Eletrônica,21,2,03 - Notas pessoais\Coisa_que_fiz\Fiz fios jacarés.md
Melhorei os estiletes.,2024-12-31 01:35:26,2024-04-24,Ferramentas,16,1,03 - Notas pessoais\Coisa_que_fiz\Melhorei os estiletes..md
Pasta para soldar,2024-04-24 17:30:56,2024-04-24,Eletrônica,14,2,03 - Notas pessoais\Coisa_que_fiz\Pasta para soldar.md
Pegador de acerolas,2024-04-24 19:01:21,2024-04-24,data: 2024-04-24,10,1,03 - Notas pessoais\Coisa_que_fiz\Pegador de acerolas.md
Planos para Luminária,2024-05-07 21:04:12,2024-05-04,Eletrônica,114,8,03 - Notas pessoais\Coisa_que_fiz\Planos para Luminária.md
300% Fruta,2025-09-17 13:58:29,2025-09-17,data: 2025-09-17,183,2,03 - Notas pessoais\Ideia\300% Fruta.md
Ar condicionado base agua,2025-02-21 14:22:48,2025-02-21,Comando,6,0,03 - Notas pessoais\Ideia\Ar condicionado base agua.md
Armazenamento infinito,2025-04-07 10:27:28,2025-04-07,[],46,0,03 - Notas pessoais\Ideia\Armazenamento infinito.md
Avalia qual ou quais compreessões,2024-08-23 21:22:49,,,0,0,03 - Notas pessoais\Ideia\Avalia qual ou quais compreessões.md
Avaliador de livros,2024-09-03 01:39:36,2024-08-29,data: 2024-08-29,167,1,03 - Notas pessoais\Ideia\Avaliador de livros.md
Aviãozin,2025-06-30 17:15:53,,,15,0,03 - Notas pessoais\Ideia\Aviãozin.md
Ações,2024-12-31 01:35:36,2024-07-17,Investimento,41,0,03 - Notas pessoais\Ideia\Ações.md
Busca lexical contextual.,2025-08-12 16:59:22,,,72,0,03 - Notas pessoais\Ideia\Busca lexical contextual..md
Cameras avô,2025-02-10 16:14:52,2025-02-08,data: 2025-02-08,337,0,03 - Notas pessoais\Ideia\Cameras avô.md
Corretor de redações e plotador de erros,2024-11-10 17:38:02,2024-11-10,DataAnalyst,14,1,03 - Notas pessoais\Ideia\Corretor de redações e plotador de erros.md
Criador de palavras que faltam,2024-08-29 17:47:21,2024-08-29,data: 2024-08-29,58,1,03 - Notas pessoais\Ideia\Criador de palavras que faltam.md
Detector de circuitos,2024-12-31 01:37:02,2024-05-30,Eletrônica,49,0,03 - Notas pessoais\Ideia\Detector de circuitos.md
Empresa comunista.,2025-02-19 00:57:05,2025-02-19,data: 2025-02-19,78,0,03 - Notas pessoais\Ideia\Empresa comunista..md
Excel para controle de estoque,2024-05-05 23:59:47,2024-05-05,Ferramentas,35,0,03 - Notas pessoais\Ideia\Excel para controle de estoque.md
Gerador de diagrama crochet,2024-09-04 01:14:00,2024-09-04,data: 2024-09-04,46,0,03 - Notas pessoais\Ideia\Gerador de diagrama crochet.md
Gráficos para csv,2024-08-19 18:47:13,2024-08-19,data: 2024-08-19,16,0,03 - Notas pessoais\Ideia\Gráficos para csv.md
Hipoteses,2024-11-24 23:08:42,2024-11-24,ideias,14,0,03 - Notas pessoais\Ideia\Hipoteses.md
Ia que lê livros,2025-05-27 21:58:45,2025-05-27,data: 2025-05-27,175,0,03 - Notas pessoais\Ideia\Ia que lê livros.md
Kit completo,2025-04-06 21:16:56,2025-04-06,data: 2025-04-06,31,0,03 - Notas pessoais\Ideia\Kit completo.md
Limpardor a jato,2025-04-27 16:55:25,2025-04-27,data: 2025-04-27,29,0,03 - Notas pessoais\Ideia\Limpardor a jato.md
Livro = astronauta na terra,2024-07-29 00:51:59,2024-07-29,data: 2024-07-29,93,0,03 - Notas pessoais\Ideia\Livro = astronauta na terra.md
Livro = Beleza,2024-07-29 01:58:18,2024-07-29,data: 2024-07-29,169,0,03 - Notas pessoais\Ideia\Livro = Beleza.md
Livros en pt,2025-02-01 21:49:09,2025-02-01,[],441,0,03 - Notas pessoais\Ideia\Livros en pt.md
Luva com leds,2025-04-21 01:27:57,2025-04-21,data: 2025-04-21,20,0,03 - Notas pessoais\Ideia\Luva com leds.md
Medidor de densidade de área,2025-07-17 11:26:38,2025-07-17,data: 2025-07-17,113,0,03 - Notas pessoais\Ideia\Medidor de densidade de área.md
Medidor de peso com a variação da capacitancia.,2024-05-12 00:48:54,2024-05-12,Eletrônica,68,0,03 - Notas pessoais\Ideia\Medidor de peso com a variação da capacitancia..md
Multpesquisador,2024-08-10 10:55:38,,,61,0,03 - Notas pessoais\Ideia\Multpesquisador.md
Notebook,2025-02-04 17:11:02,,,18,0,03 - Notas pessoais\Ideia\Notebook.md
Optimização automatica,2025-04-23 20:45:58,2025-04-23,Python,140,1,03 - Notas pessoais\Ideia\Optimização automatica.md
Ordenador de word,2024-08-30 01:59:15,2024-08-30,data: 2024-08-30,47,0,03 - Notas pessoais\Ideia\Ordenador de word.md
PoC antes da NLU,2025-08-13 14:22:28,,,48,0,03 - Notas pessoais\Ideia\PoC antes da NLU.md
POMI,2025-08-14 01:19:20,2025-07-15,data: 2025-07-15,1135,1,03 - Notas pessoais\Ideia\POMI.md
Ponteira heat pipe,2024-04-24 23:15:55,2024-04-24,Eletrônica,38,1,03 - Notas pessoais\Ideia\Ponteira heat pipe.md
Previsão de demanda para cadeias de suprimentos,2024-08-19 19:26:59,2024-08-19,Programação,17,0,03 - Notas pessoais\Ideia\Previsão de demanda para cadeias de suprimentos.md
Transformar celular em um arduino.,2025-05-10 23:28:35,2024-05-12,Eletrônica,132,0,03 - Notas pessoais\Ideia\Transformar celular em um arduino..md
Trayler,2024-06-15 01:31:53,2024-06-09,C,122,0,03 - Notas pessoais\Ideia\Trayler.md
alfabeto,2025-08-09 01:59:29,,,632,0,03 - Notas pessoais\Ideia\coisas para camili\alfabeto.md
Emoção,2024-11-26 16:55:26,2024-11-26,Psicologia,52,0,03 - Notas pessoais\Psicologia\Emoção.md
RPD,2024-11-26 16:57:16,2024-11-26,Psicologia,90,2,03 - Notas pessoais\Psicologia\RPD.md
Drawing 2025-03-18 21.32.52.excalidraw,2025-03-18 21:32:52,,[excalidraw],45,0,04 - Arquivo\Excalidraw\Drawing 2025-03-18 21.32.52.excalidraw.md
Drawing 2025-06-22 20.11.20.excalidraw,2025-06-22 20:15:39,,[excalidraw],736,0,04 - Arquivo\Excalidraw\Drawing 2025-06-22 20.11.20.excalidraw.md
drop_na,2025-03-18 21:18:13,,,0,0,04 - Arquivo\Excalidraw\drop_na.md
Limpeza.excalidraw,2025-03-18 21:31:59,,[excalidraw],286,1,04 - Arquivo\Excalidraw\Limpeza.excalidraw.md
Sem título,2025-03-18 21:16:26,,,0,0,04 - Arquivo\Excalidraw\Sem título.md
Sumário,2025-05-02 20:18:49,,,41088,0,04 - Arquivo\Livros\Sumário.md
001 Sumário,2025-05-02 19:13:24,,,16128,0,04 - Arquivo\Livros\Estatística\001 Sumário.md
001 Sumário,2025-05-02 18:25:41,,,12220,0,04 - Arquivo\Livros\Estatística\DA\001 Sumário.md
001 Sumário,2025-06-20 20:48:25,,,2519,0,04 - Arquivo\Livros\Matemática\001 Sumário.md
Guia de Cálculo para DS,2025-06-20 22:50:03,,,3970,0,04 - Arquivo\Livros\Matemática\Guia de Cálculo para DS.md
001 Sumário,2025-05-02 20:16:08,,,10221,0,04 - Arquivo\Livros\PC\001 Sumário.md
Estudo Comando,2025-01-25 19:14:48,,Comando,4,0,99 - Recursos\Modelos\Estudo Comando.md
Estudo,2024-09-20 19:25:10,,data: {{date}},3,0,99 - Recursos\Modelos\Estudo.md
Nota diaria,2023-09-27 20:21:44,,,2,0,99 - Recursos\Modelos\Nota diaria.md
Pessoas,2023-09-27 21:19:11,,,48,0,99 - Recursos\Modelos\Pessoas.md
pret,2024-09-19 00:29:40,,data: {{date}},30,0,99 - Recursos\Modelos\pret.md
Sites,2025-04-07 10:46:51,,data: {{date}},5,0,99 - Recursos\Modelos\Sites.md
Vídeo,2025-07-12 21:46:43,,data: {{date}},5,0,99 - Recursos\Modelos\Vídeo.md
Reset LaTeX Size,2025-07-01 19:06:02,,,130,0,Excalidraw\Scripts\Downloaded\Reset LaTeX Size.md
